0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
65.769287109375,63.8857421875,63.412353515625,61.02880859375,58.286376953125,57.57470703125,50.16015625,40.15234375,72.02197265625,60.439208984375,59.629638671875,48.5751953125,47.540771484375,47.068359375,41.562744140625,33.88232421875,103.2978515625,101.767578125,97.17724609375,91.587646484375,78.454833984375,77.38427734375,36.953125,34.903564453125,63.2802734375,58.402587890625,54.809814453125,53.655029296875,50.2431640625,50.085205078125,48.192138671875,45.295654296875,73.22119140625,68.34716796875,66.709716796875,66.174560546875,53.81689453125,51.232421875,45.44677734375,42.669189453125,68.1865234375,67.35693359375,57.649169921875,56.955322265625,54.7392578125,47.093017578125,45.050537109375,39.5126953125,70.072998046875,67.947021484375,58.92236328125,56.616943359375,48.740478515625,39.329833984375,37.375732421875,31.289306640625,63.190185546875,58.596923828125,47.902587890625,46.009033203125,38.63134765625,37.3330078125,33.558837890625,31.336181640625,61.10205078125,60.515869140625,54.160400390625,45.443359375,44.6201171875,44.162353515625,39.216796875,31.56298828125,67.806640625,65.5009765625,61.668212890625,47.687744140625,44.243408203125,38.0966796875,36.052978515625,31.841064453125,61.91357421875,55.829833984375,54.838134765625,52.152099609375,51.694580078125,45.610107421875,44.5849609375,43.578857421875,91.79833984375,82.500732421875,71.168212890625,69.579833984375,46.3642578125,42.456298828125,39.0361328125,33.97314453125,61.576904296875,59.358642578125,58.241455078125,54.564697265625
