id,load,bs,reward
9857,30,32,-307.2158203125
9858,30,32,-232.65283203125
9859,30,32,-211.240966796875
9860,30,32,-211.0966796875
9861,30,32,-207.039306640625
9862,30,32,-188.24169921875
9863,30,32,-186.759765625
9864,30,32,-177.69091796875
9865,30,32,-134.71923828125
9866,30,32,-132.4443359375
9867,30,32,-127.270263671875
9868,30,32,-34.0947265625
9869,30,32,-29.397705078125
9870,30,32,-1113.66064453125
9871,30,32,-1097.632080078125
9872,30,32,-1091.31787109375
9873,30,32,-1089.58984375
9874,30,32,-1080.929443359375
9875,30,32,-1031.609619140625
9876,30,32,-958.51953125
9877,30,32,-893.51611328125
9878,30,32,-845.9794921875
9879,30,32,-840.507568359375
9880,30,32,-787.814697265625
9881,30,32,-780.288818359375
9882,30,32,-767.741455078125
9883,30,32,-717.661376953125
9884,30,32,-687.29638671875
9885,30,32,-642.8603515625
9886,30,32,-598.712646484375
9887,30,32,-550.583251953125
9888,30,32,-537.494140625
9889,30,32,-458.73486328125
9890,30,32,-442.6513671875
9891,30,32,-429.62451171875
9892,30,32,-262.231689453125
9893,30,32,-234.688720703125
9894,30,32,-229.4833984375
9895,30,32,-197.102783203125
9896,30,32,-183.372314453125
9897,30,32,-159.12060546875
9898,30,32,-137.1884765625
9899,30,32,-131.89404296875
9900,30,32,-48.837158203125
9901,30,32,-34.83984375
9902,30,32,-956.2021484375
9903,30,32,-902.568115234375
9904,30,32,-897.973388671875
9905,30,32,-801.987060546875
9906,30,32,-734.75830078125
9907,30,32,-728.276123046875
9908,30,32,-650.529541015625
9909,30,32,-646.0283203125
9910,30,32,-617.020263671875
9911,30,32,-616.063232421875
9912,30,32,-587.314453125
9913,30,32,-571.302978515625
9914,30,32,-557.42578125
9915,30,32,-506.351318359375
9916,30,32,-498.74365234375
9917,30,32,-493.044189453125
9918,30,32,-484.9169921875
9919,30,32,-441.0
9920,30,32,-419.4833984375
9921,30,32,-385.020751953125
9922,30,32,-381.818603515625
9923,30,32,-357.65625
9924,30,32,-318.0703125
9925,30,32,-241.581787109375
9926,30,32,-195.159423828125
9927,30,32,-159.82568359375
9928,30,32,-151.966064453125
9929,30,32,-144.40234375
9930,30,32,-130.09423828125
9931,30,32,-128.116455078125
9932,30,32,-63.029541015625
9933,30,32,-33.694091796875
9934,30,32,-1013.724609375
9935,30,32,-954.324462890625
9936,30,32,-915.652587890625
9937,30,32,-796.32861328125
9938,30,32,-738.047119140625
9939,30,32,-702.998291015625
9940,30,32,-676.163330078125
9941,30,32,-651.1591796875
9942,30,32,-607.324462890625
9943,30,32,-556.84130859375
9944,30,32,-546.990966796875
9945,30,32,-517.835205078125
9946,30,32,-426.8974609375
9947,30,32,-425.3857421875
9948,30,32,-414.132568359375
9949,30,32,-409.02490234375
9950,30,32,-372.06298828125
9951,30,32,-357.30712890625
9952,30,32,-348.089111328125
9953,30,32,-343.76611328125
9954,30,32,-318.634033203125
9955,30,32,-285.998291015625
9956,30,32,-242.0078125
9957,30,32,-229.22314453125
9958,30,32,-202.8505859375
9959,30,32,-187.739990234375
9960,30,32,-118.93603515625
9961,30,32,-106.8134765625
9962,30,32,-86.579833984375
9963,30,32,-79.61279296875
9964,30,32,-66.204345703125
9965,30,32,-35.083740234375
9966,30,32,-1362.93896484375
9967,30,32,-1329.842529296875
9968,30,32,-1288.030517578125
9969,30,32,-1256.4326171875
9970,30,32,-1253.560302734375
9971,30,32,-1183.53662109375
9972,30,32,-1177.321533203125
9973,30,32,-1140.0
9974,30,32,-1128.941162109375
9975,30,32,-1054.547119140625
9976,30,32,-1008.9853515625
9977,30,32,-923.977294921875
9978,30,32,-873.204833984375
9979,30,32,-793.439208984375
9980,30,32,-774.406982421875
9981,30,32,-747.697265625
9982,30,32,-706.81591796875
9983,30,32,-665.610107421875
9984,30,32,-633.47314453125
9985,30,32,-545.853271484375
9986,30,32,-452.513671875
9987,30,32,-445.494384765625
9988,30,32,-406.632568359375
9989,30,32,-375.533447265625
9990,30,32,-285.103759765625
9991,30,32,-252.4091796875
9992,30,32,-248.116455078125
9993,30,32,-220.6953125
9994,30,32,-214.953125
9995,30,32,-57.93896484375
9996,30,32,-47.73388671875
9997,30,32,-33.599365234375
9998,30,32,-1431.77783203125
9999,30,32,-1385.028076171875
10000,30,32,-1264.988037109375
10001,30,32,-1217.771728515625
10002,30,32,-1216.516357421875
10003,30,32,-1194.256103515625
10004,30,32,-1107.178466796875
10005,30,32,-1104.4541015625
10006,30,32,-1100.336669921875
10007,30,32,-1045.8115234375
10008,30,32,-922.622802734375
10009,30,32,-912.734375
10010,30,32,-908.80517578125
10011,30,32,-834.884765625
10012,30,32,-770.850341796875
10013,30,32,-621.984619140625
10014,30,32,-593.205078125
10015,30,32,-592.454833984375
10016,30,32,-582.906005859375
10017,30,32,-507.443603515625
10018,30,32,-491.69189453125
10019,30,32,-471.5712890625
10020,30,32,-458.1962890625
10021,30,32,-431.64013671875
10022,30,32,-310.95361328125
10023,30,32,-275.640625
10024,30,32,-254.469970703125
10025,30,32,-141.75244140625
10026,30,32,-113.544921875
10027,30,32,-106.91357421875
10028,30,32,-44.159912109375
10029,30,32,-34.094482421875
10030,30,32,-1096.006591796875
10031,30,32,-1073.567626953125
10032,30,32,-1060.906005859375
10033,30,32,-991.916748046875
10034,30,32,-922.12353515625
10035,30,32,-904.27392578125
10036,30,32,-817.19775390625
10037,30,32,-799.235107421875
10038,30,32,-798.202880859375
10039,30,32,-788.260986328125
10040,30,32,-763.562255859375
10041,30,32,-747.38916015625
10042,30,32,-721.882568359375
10043,30,32,-661.17626953125
10044,30,32,-638.157958984375
10045,30,32,-633.13037109375
10046,30,32,-631.700927734375
10047,30,32,-613.470458984375
10048,30,32,-593.82763671875
10049,30,32,-570.4462890625
10050,30,32,-497.634521484375
10051,30,32,-473.17041015625
10052,30,32,-467.486328125
10053,30,32,-400.26904296875
10054,30,32,-296.236083984375
10055,30,32,-279.89404296875
10056,30,32,-240.2373046875
10057,30,32,-224.772705078125
10058,30,32,-186.83154296875
10059,30,32,-161.60888671875
10060,30,32,-157.42724609375
10061,30,32,-32.477783203125
10062,30,32,-1008.680419921875
10063,30,32,-999.966064453125
10064,30,32,-949.68017578125
10065,30,32,-949.150146484375
10066,30,32,-932.5126953125
10067,30,32,-914.33056640625
10068,30,32,-905.015625
10069,30,32,-882.064208984375
10070,30,32,-853.2734375
10071,30,32,-851.457275390625
10072,30,32,-839.92822265625
10073,30,32,-779.298095703125
10074,30,32,-608.907958984375
10075,30,32,-599.270751953125
10076,30,32,-490.77685546875
10077,30,32,-461.479736328125
10078,30,32,-421.528076171875
10079,30,32,-416.059326171875
10080,30,32,-345.611328125
10081,30,32,-339.04736328125
10082,30,32,-293.18505859375
10083,30,32,-259.23583984375
10084,30,32,-245.45751953125
10085,30,32,-209.505615234375
10086,30,32,-190.75830078125
10087,30,32,-186.151123046875
10088,30,32,-167.47509765625
10089,30,32,-118.071533203125
10090,30,32,-115.916259765625
10091,30,32,-78.200439453125
10092,30,32,-60.342529296875
10093,30,32,-34.54443359375
10094,30,32,-1121.6484375
10095,30,32,-1112.51025390625
10096,30,32,-1096.715087890625
10097,30,32,-1021.604736328125
10098,30,32,-1001.7763671875
10099,30,32,-988.428466796875
10100,30,32,-975.91455078125
10101,30,32,-888.3564453125
10102,30,32,-841.23095703125
10103,30,32,-833.92138671875
10104,30,32,-786.413818359375
10105,30,32,-772.383056640625
10106,30,32,-632.635986328125
10107,30,32,-619.83935546875
10108,30,32,-531.068359375
10109,30,32,-474.01123046875
10110,30,32,-458.525390625
10111,30,32,-452.408447265625
10112,30,32,-413.057861328125
10113,30,32,-347.644287109375
10114,30,32,-321.15380859375
10115,30,32,-255.792724609375
10116,30,32,-236.082763671875
10117,30,32,-220.07666015625
10118,30,32,-201.143310546875
10119,30,32,-172.865478515625
10120,30,32,-157.095703125
10121,30,32,-103.987548828125
10122,30,32,-95.439453125
10123,30,32,-65.080810546875
10124,30,32,-36.58544921875
10125,30,32,-34.13916015625
10126,30,32,-946.941162109375
10127,30,32,-936.279052734375
10128,30,32,-925.909912109375
10129,30,32,-916.801513671875
10130,30,32,-843.336669921875
10131,30,32,-835.97900390625
10132,30,32,-830.632080078125
10133,30,32,-814.320068359375
10134,30,32,-789.23291015625
10135,30,32,-747.010986328125
10136,30,32,-717.522216796875
10137,30,32,-710.6728515625
10138,30,32,-691.592529296875
10139,30,32,-640.602783203125
10140,30,32,-530.06591796875
10141,30,32,-460.0830078125
10142,30,32,-432.502197265625
10143,30,32,-430.512939453125
10144,30,32,-429.94873046875
10145,30,32,-312.12255859375
10146,30,32,-307.108642578125
10147,30,32,-278.5693359375
10148,30,32,-251.318115234375
10149,30,32,-239.080078125
10150,30,32,-220.00439453125
10151,30,32,-188.94580078125
10152,30,32,-146.0390625
10153,30,32,-136.187255859375
10154,30,32,-100.486328125
10155,30,32,-86.76904296875
10156,30,32,-56.359619140625
10157,30,32,-33.478759765625
10158,30,32,-813.25537109375
10159,30,32,-801.79296875
10160,30,32,-787.1357421875
10161,30,32,-779.30712890625
10162,30,32,-731.25341796875
10163,30,32,-724.513671875
10164,30,32,-698.985595703125
10165,30,32,-693.521728515625
10166,30,32,-692.761962890625
10167,30,32,-641.7119140625
10168,30,32,-635.03076171875
10169,30,32,-627.55322265625
10170,30,32,-623.111328125
10171,30,32,-589.62939453125
10172,30,32,-574.405517578125
10173,30,32,-570.7216796875
10174,30,32,-556.276123046875
10175,30,32,-532.82666015625
10176,30,32,-482.79150390625
10177,30,32,-463.08935546875
10178,30,32,-401.222900390625
10179,30,32,-311.50830078125
10180,30,32,-310.165771484375
10181,30,32,-263.904541015625
10182,30,32,-251.503662109375
10183,30,32,-182.242919921875
10184,30,32,-136.4638671875
10185,30,32,-128.486572265625
10186,30,32,-113.04736328125
10187,30,32,-84.94482421875
10188,30,32,-68.984619140625
10189,30,32,-34.226806640625
10190,30,32,-797.591796875
10191,30,32,-763.721923828125
10192,30,32,-726.581787109375
10193,30,32,-670.475341796875
10194,30,32,-655.49560546875
10195,30,32,-650.315673828125
10196,30,32,-585.007080078125
10197,30,32,-581.936767578125
10198,30,32,-568.015869140625
10199,30,32,-560.35546875
10200,30,32,-554.321533203125
10201,30,32,-438.052734375
10202,30,32,-419.005126953125
10203,30,32,-414.69970703125
10204,30,32,-411.0888671875
10205,30,32,-390.1943359375
10206,30,32,-375.103515625
10207,30,32,-321.34228515625
10208,30,32,-301.017822265625
10209,30,32,-294.903076171875
10210,30,32,-267.484130859375
10211,30,32,-262.391845703125
10212,30,32,-249.27392578125
10213,30,32,-227.94580078125
10214,30,32,-225.745361328125
10215,30,32,-193.722412109375
10216,30,32,-146.880615234375
10217,30,32,-123.567138671875
10218,30,32,-103.105224609375
10219,30,32,-72.7099609375
10220,30,32,-60.1494140625
10221,30,32,-34.1220703125
10222,30,32,-1366.3369140625
10223,30,32,-1354.573486328125
10224,30,32,-1306.2978515625
10225,30,32,-1261.931884765625
10226,30,32,-1155.574951171875
10227,30,32,-1137.56201171875
10228,30,32,-1106.798828125
10229,30,32,-1105.281494140625
10230,30,32,-1036.427490234375
10231,30,32,-931.4716796875
10232,30,32,-895.326171875
10233,30,32,-843.41845703125
10234,30,32,-841.33056640625
10235,30,32,-821.0322265625
10236,30,32,-740.71533203125
10237,30,32,-737.082275390625
10238,30,32,-671.28759765625
10239,30,32,-608.74755859375
10240,30,32,-595.824951171875
10241,30,32,-531.920166015625
10242,30,32,-462.62353515625
10243,30,32,-326.29052734375
10244,30,32,-315.597900390625
10245,30,32,-306.899658203125
10246,30,32,-298.209228515625
10247,30,32,-234.038818359375
10248,30,32,-210.779296875
10249,30,32,-141.42724609375
10250,30,32,-112.210693359375
10251,30,32,-109.619873046875
10252,30,32,-83.59375
10253,30,32,-33.633544921875
10254,30,64,-1657.59716796875
10255,30,64,-1637.859130859375
10256,30,64,-1624.919677734375
10257,30,64,-1598.47119140625
10258,30,64,-1593.322509765625
10259,30,64,-1576.81640625
10260,30,64,-1560.9326171875
10261,30,64,-1537.040283203125
10262,30,64,-1498.0107421875
10263,30,64,-1477.882568359375
10264,30,64,-1431.790283203125
10265,30,64,-1404.56494140625
10266,30,64,-1381.98828125
10267,30,64,-1367.4462890625
10268,30,64,-1360.205810546875
10269,30,64,-1313.9453125
10270,30,64,-1307.162353515625
10271,30,64,-1233.030517578125
10272,30,64,-1206.7734375
10273,30,64,-1192.97412109375
10274,30,64,-1172.38720703125
10275,30,64,-1138.043212890625
10276,30,64,-1114.530517578125
10277,30,64,-1046.40380859375
10278,30,64,-1032.64794921875
10279,30,64,-1006.874755859375
10280,30,64,-1002.873046875
10281,30,64,-981.134765625
10282,30,64,-962.4365234375
10283,30,64,-914.94970703125
10284,30,64,-909.30859375
10285,30,64,-880.67236328125
10286,30,64,-875.269287109375
10287,30,64,-858.7392578125
10288,30,64,-817.777099609375
10289,30,64,-812.721435546875
10290,30,64,-804.222412109375
10291,30,64,-779.40576171875
10292,30,64,-757.7978515625
10293,30,64,-742.9794921875
10294,30,64,-721.18798828125
10295,30,64,-691.63037109375
10296,30,64,-608.774658203125
10297,30,64,-598.023681640625
10298,30,64,-583.74072265625
10299,30,64,-557.728271484375
10300,30,64,-557.583984375
10301,30,64,-524.075927734375
10302,30,64,-511.464111328125
10303,30,64,-506.809814453125
10304,30,64,-473.45361328125
10305,30,64,-453.284423828125
10306,30,64,-400.55908203125
10307,30,64,-398.539794921875
10308,30,64,-359.985595703125
10309,30,64,-278.9697265625
10310,30,64,-233.60986328125
10311,30,64,-220.028564453125
10312,30,64,-214.216796875
10313,30,64,-197.9453125
10314,30,64,-173.30322265625
10315,30,64,-87.485595703125
10316,30,64,-57.33154296875
10317,30,64,-33.705078125
10318,30,64,-2185.316650390625
10319,30,64,-2003.696044921875
10320,30,64,-1974.313720703125
10321,30,64,-1946.497314453125
10322,30,64,-1919.52392578125
10323,30,64,-1878.6640625
10324,30,64,-1848.823486328125
10325,30,64,-1835.6875
10326,30,64,-1830.905029296875
10327,30,64,-1794.216796875
10328,30,64,-1765.332275390625
10329,30,64,-1752.23291015625
10330,30,64,-1751.316162109375
10331,30,64,-1731.006591796875
10332,30,64,-1730.555419921875
10333,30,64,-1658.852294921875
10334,30,64,-1558.0048828125
10335,30,64,-1546.913818359375
10336,30,64,-1507.480224609375
10337,30,64,-1487.38916015625
10338,30,64,-1480.6943359375
10339,30,64,-1440.24267578125
10340,30,64,-1426.515625
10341,30,64,-1392.830322265625
10342,30,64,-1387.594970703125
10343,30,64,-1299.628173828125
10344,30,64,-1285.892822265625
10345,30,64,-1217.728271484375
10346,30,64,-1193.32666015625
10347,30,64,-1187.374755859375
10348,30,64,-1167.744140625
10349,30,64,-1142.2392578125
10350,30,64,-1062.830810546875
10351,30,64,-1050.35302734375
10352,30,64,-1049.035888671875
10353,30,64,-1042.24853515625
10354,30,64,-929.986083984375
10355,30,64,-893.098388671875
10356,30,64,-875.60791015625
10357,30,64,-854.205322265625
10358,30,64,-791.83837890625
10359,30,64,-779.1279296875
10360,30,64,-756.4072265625
10361,30,64,-670.931884765625
10362,30,64,-658.785400390625
10363,30,64,-614.763671875
10364,30,64,-608.51904296875
10365,30,64,-598.16552734375
10366,30,64,-575.450927734375
10367,30,64,-574.325927734375
10368,30,64,-554.71044921875
10369,30,64,-483.674072265625
10370,30,64,-454.339111328125
10371,30,64,-453.394287109375
10372,30,64,-448.087158203125
10373,30,64,-346.74267578125
10374,30,64,-314.138671875
10375,30,64,-304.94140625
10376,30,64,-264.269775390625
10377,30,64,-211.650390625
10378,30,64,-117.79345703125
10379,30,64,-76.394287109375
10380,30,64,-42.857177734375
10381,30,64,-33.73046875
10382,30,64,-2165.725341796875
10383,30,64,-2156.3974609375
10384,30,64,-2149.979248046875
10385,30,64,-2139.662109375
10386,30,64,-2069.63134765625
10387,30,64,-2048.2490234375
10388,30,64,-2047.207763671875
10389,30,64,-2042.40380859375
10390,30,64,-2029.411376953125
10391,30,64,-2018.5224609375
10392,30,64,-2002.42919921875
10393,30,64,-1950.34423828125
10394,30,64,-1943.411376953125
10395,30,64,-1920.98193359375
10396,30,64,-1892.948974609375
10397,30,64,-1740.8125
10398,30,64,-1737.398193359375
10399,30,64,-1715.701171875
10400,30,64,-1708.3212890625
10401,30,64,-1681.45361328125
10402,30,64,-1668.33837890625
10403,30,64,-1569.563720703125
10404,30,64,-1423.751220703125
10405,30,64,-1361.425537109375
10406,30,64,-1358.9267578125
10407,30,64,-1280.44775390625
10408,30,64,-1227.523193359375
10409,30,64,-1171.367919921875
10410,30,64,-1158.662109375
10411,30,64,-1131.24951171875
10412,30,64,-1099.963623046875
10413,30,64,-1059.417724609375
10414,30,64,-1038.003662109375
10415,30,64,-1011.689208984375
10416,30,64,-957.880615234375
10417,30,64,-935.775634765625
10418,30,64,-908.688232421875
10419,30,64,-894.110595703125
10420,30,64,-785.520751953125
10421,30,64,-730.037109375
10422,30,64,-728.318603515625
10423,30,64,-689.927978515625
10424,30,64,-586.461181640625
10425,30,64,-581.58642578125
10426,30,64,-490.64892578125
10427,30,64,-488.492431640625
10428,30,64,-472.706787109375
10429,30,64,-466.969482421875
10430,30,64,-412.989990234375
10431,30,64,-382.29443359375
10432,30,64,-220.19482421875
10433,30,64,-213.673828125
10434,30,64,-209.6357421875
10435,30,64,-201.51123046875
10436,30,64,-199.766357421875
10437,30,64,-178.4111328125
10438,30,64,-162.216064453125
10439,30,64,-138.23095703125
10440,30,64,-136.91162109375
10441,30,64,-115.8212890625
10442,30,64,-89.463134765625
10443,30,64,-55.22607421875
10444,30,64,-41.34130859375
10445,30,64,-31.578369140625
10446,30,64,-1997.941162109375
10447,30,64,-1993.977783203125
10448,30,64,-1971.960205078125
10449,30,64,-1889.921630859375
10450,30,64,-1850.222900390625
10451,30,64,-1816.17236328125
10452,30,64,-1751.271240234375
10453,30,64,-1747.266357421875
10454,30,64,-1639.921630859375
10455,30,64,-1622.342041015625
10456,30,64,-1588.615234375
10457,30,64,-1583.060302734375
10458,30,64,-1579.689453125
10459,30,64,-1574.504150390625
10460,30,64,-1541.836669921875
10461,30,64,-1513.117919921875
10462,30,64,-1512.37109375
10463,30,64,-1486.54296875
10464,30,64,-1481.388671875
10465,30,64,-1446.51171875
10466,30,64,-1400.408935546875
10467,30,64,-1377.544189453125
10468,30,64,-1241.67041015625
10469,30,64,-1240.735595703125
10470,30,64,-1159.003173828125
10471,30,64,-1118.801513671875
10472,30,64,-1105.364501953125
10473,30,64,-1089.6064453125
10474,30,64,-1056.6982421875
10475,30,64,-1021.35400390625
10476,30,64,-962.264404296875
10477,30,64,-935.29296875
10478,30,64,-929.95068359375
10479,30,64,-895.662841796875
10480,30,64,-880.718017578125
10481,30,64,-876.224609375
10482,30,64,-864.945556640625
10483,30,64,-829.826171875
10484,30,64,-805.19921875
10485,30,64,-804.830078125
10486,30,64,-780.96337890625
10487,30,64,-775.43310546875
10488,30,64,-769.371826171875
10489,30,64,-725.048828125
10490,30,64,-714.624267578125
10491,30,64,-642.33447265625
10492,30,64,-633.330810546875
10493,30,64,-551.137939453125
10494,30,64,-519.883056640625
10495,30,64,-481.207763671875
10496,30,64,-478.97216796875
10497,30,64,-475.690673828125
10498,30,64,-442.45849609375
10499,30,64,-354.666015625
10500,30,64,-320.01220703125
10501,30,64,-309.21044921875
10502,30,64,-235.619384765625
10503,30,64,-210.352783203125
10504,30,64,-168.811279296875
10505,30,64,-165.83447265625
10506,30,64,-115.915283203125
10507,30,64,-109.217041015625
10508,30,64,-51.678466796875
10509,30,64,-33.5849609375
10510,30,64,-2094.026611328125
10511,30,64,-2083.7470703125
10512,30,64,-2081.897216796875
10513,30,64,-1949.07666015625
10514,30,64,-1791.8046875
10515,30,64,-1788.03759765625
10516,30,64,-1754.48876953125
10517,30,64,-1753.1044921875
10518,30,64,-1591.732421875
10519,30,64,-1576.42822265625
10520,30,64,-1538.179443359375
10521,30,64,-1528.25537109375
10522,30,64,-1500.2890625
10523,30,64,-1465.158447265625
10524,30,64,-1460.039306640625
10525,30,64,-1439.7041015625
10526,30,64,-1351.87890625
10527,30,64,-1334.7119140625
10528,30,64,-1324.6650390625
10529,30,64,-1306.197265625
10530,30,64,-1275.54931640625
10531,30,64,-1267.006591796875
10532,30,64,-1207.623046875
10533,30,64,-1154.089599609375
10534,30,64,-1135.20458984375
10535,30,64,-1123.045166015625
10536,30,64,-1119.68701171875
10537,30,64,-1100.053466796875
10538,30,64,-1000.265625
10539,30,64,-993.70458984375
10540,30,64,-975.88818359375
10541,30,64,-941.43798828125
10542,30,64,-935.714111328125
10543,30,64,-933.095703125
10544,30,64,-927.467529296875
10545,30,64,-909.190185546875
10546,30,64,-875.494873046875
10547,30,64,-853.554443359375
10548,30,64,-848.938720703125
10549,30,64,-802.087890625
10550,30,64,-798.691162109375
10551,30,64,-737.794921875
10552,30,64,-690.7197265625
10553,30,64,-686.92822265625
10554,30,64,-643.295654296875
10555,30,64,-592.36865234375
10556,30,64,-533.226806640625
10557,30,64,-503.3095703125
10558,30,64,-476.418701171875
10559,30,64,-472.2109375
10560,30,64,-410.506591796875
10561,30,64,-401.771240234375
10562,30,64,-401.340087890625
10563,30,64,-263.649658203125
10564,30,64,-233.387939453125
10565,30,64,-206.27099609375
10566,30,64,-190.083984375
10567,30,64,-163.244140625
10568,30,64,-151.23876953125
10569,30,64,-134.76806640625
10570,30,64,-132.135986328125
10571,30,64,-131.085205078125
10572,30,64,-70.29541015625
10573,30,64,-32.863525390625
10574,30,64,-2169.8564453125
10575,30,64,-2145.850341796875
10576,30,64,-2140.973388671875
10577,30,64,-2133.373779296875
10578,30,64,-2095.98046875
10579,30,64,-2090.8193359375
10580,30,64,-2089.81298828125
10581,30,64,-2063.994873046875
10582,30,64,-2062.806884765625
10583,30,64,-2014.250244140625
10584,30,64,-2010.17626953125
10585,30,64,-2002.111572265625
10586,30,64,-1991.597412109375
10587,30,64,-1963.07470703125
10588,30,64,-1955.546142578125
10589,30,64,-1932.59326171875
10590,30,64,-1836.506103515625
10591,30,64,-1817.54296875
10592,30,64,-1812.924560546875
10593,30,64,-1773.2861328125
10594,30,64,-1723.641357421875
10595,30,64,-1691.95068359375
10596,30,64,-1658.285888671875
10597,30,64,-1651.56298828125
10598,30,64,-1591.152587890625
10599,30,64,-1583.2021484375
10600,30,64,-1580.744140625
10601,30,64,-1550.044677734375
10602,30,64,-1547.07666015625
10603,30,64,-1529.465576171875
10604,30,64,-1460.07373046875
10605,30,64,-1453.33349609375
10606,30,64,-1415.327392578125
10607,30,64,-1340.591552734375
10608,30,64,-1335.4501953125
10609,30,64,-1332.053955078125
10610,30,64,-1299.08251953125
10611,30,64,-1242.62841796875
10612,30,64,-1228.4775390625
10613,30,64,-1205.451416015625
10614,30,64,-1129.2607421875
10615,30,64,-1125.861328125
10616,30,64,-1120.080810546875
10617,30,64,-1071.28076171875
10618,30,64,-1069.481201171875
10619,30,64,-1041.923095703125
10620,30,64,-1009.252197265625
10621,30,64,-992.328125
10622,30,64,-922.9892578125
10623,30,64,-793.8359375
10624,30,64,-705.5439453125
10625,30,64,-704.419677734375
10626,30,64,-696.6357421875
10627,30,64,-669.435302734375
10628,30,64,-586.143310546875
10629,30,64,-484.18310546875
10630,30,64,-306.166259765625
10631,30,64,-293.78271484375
10632,30,64,-235.3330078125
10633,30,64,-221.312255859375
10634,30,64,-141.8056640625
10635,30,64,-97.318359375
10636,30,64,-41.113525390625
10637,30,64,-33.00048828125
10638,30,64,-1991.109375
10639,30,64,-1940.3701171875
10640,30,64,-1894.037353515625
10641,30,64,-1865.140380859375
10642,30,64,-1818.23095703125
10643,30,64,-1817.764892578125
10644,30,64,-1807.59326171875
10645,30,64,-1796.167724609375
10646,30,64,-1788.412353515625
10647,30,64,-1721.094482421875
10648,30,64,-1698.05419921875
10649,30,64,-1695.7666015625
10650,30,64,-1630.009033203125
10651,30,64,-1613.65185546875
10652,30,64,-1587.514404296875
10653,30,64,-1564.669677734375
10654,30,64,-1555.99365234375
10655,30,64,-1552.603515625
10656,30,64,-1547.169677734375
10657,30,64,-1532.5224609375
10658,30,64,-1461.1240234375
10659,30,64,-1460.39697265625
10660,30,64,-1426.358154296875
10661,30,64,-1419.102783203125
10662,30,64,-1416.516357421875
10663,30,64,-1383.47705078125
10664,30,64,-1377.576171875
10665,30,64,-1308.4130859375
10666,30,64,-1296.61279296875
10667,30,64,-1254.920654296875
10668,30,64,-1252.41015625
10669,30,64,-1224.008056640625
10670,30,64,-1201.761474609375
10671,30,64,-1179.46484375
10672,30,64,-1145.093017578125
10673,30,64,-1143.772216796875
10674,30,64,-1124.8056640625
10675,30,64,-1081.982666015625
10676,30,64,-1033.459228515625
10677,30,64,-1015.125
10678,30,64,-964.032470703125
10679,30,64,-961.553466796875
10680,30,64,-939.038330078125
10681,30,64,-915.695556640625
10682,30,64,-842.482666015625
10683,30,64,-825.246337890625
10684,30,64,-802.499755859375
10685,30,64,-773.30126953125
10686,30,64,-771.01416015625
10687,30,64,-761.712890625
10688,30,64,-689.87890625
10689,30,64,-676.455322265625
10690,30,64,-675.04296875
10691,30,64,-603.0859375
10692,30,64,-595.7568359375
10693,30,64,-464.367919921875
10694,30,64,-308.96044921875
10695,30,64,-290.76025390625
10696,30,64,-249.725341796875
10697,30,64,-200.992431640625
10698,30,64,-157.18408203125
10699,30,64,-145.7275390625
10700,30,64,-37.595458984375
10701,30,64,-33.707763671875
10702,30,64,-2449.634765625
10703,30,64,-2427.8623046875
10704,30,64,-2422.496826171875
10705,30,64,-2407.29052734375
10706,30,64,-2383.03173828125
10707,30,64,-2340.502197265625
10708,30,64,-2263.556396484375
10709,30,64,-2195.076904296875
10710,30,64,-2175.688720703125
10711,30,64,-2110.0224609375
10712,30,64,-2094.465087890625
10713,30,64,-2055.878173828125
10714,30,64,-2049.244384765625
10715,30,64,-2029.16796875
10716,30,64,-2023.920654296875
10717,30,64,-1990.744384765625
10718,30,64,-1958.9970703125
10719,30,64,-1841.697021484375
10720,30,64,-1735.093505859375
10721,30,64,-1704.199462890625
10722,30,64,-1651.61767578125
10723,30,64,-1628.219482421875
10724,30,64,-1586.659423828125
10725,30,64,-1519.674072265625
10726,30,64,-1483.873291015625
10727,30,64,-1482.6767578125
10728,30,64,-1442.494140625
10729,30,64,-1408.612548828125
10730,30,64,-1349.244384765625
10731,30,64,-1318.4697265625
10732,30,64,-1297.89599609375
10733,30,64,-1295.73291015625
10734,30,64,-1189.626220703125
10735,30,64,-1149.668212890625
10736,30,64,-1130.81298828125
10737,30,64,-1084.86279296875
10738,30,64,-930.977783203125
10739,30,64,-928.75341796875
10740,30,64,-888.381103515625
10741,30,64,-790.097412109375
10742,30,64,-757.53564453125
10743,30,64,-742.6142578125
10744,30,64,-699.005126953125
10745,30,64,-666.947509765625
10746,30,64,-652.08935546875
10747,30,64,-617.123779296875
10748,30,64,-596.299072265625
10749,30,64,-547.154052734375
10750,30,64,-489.119384765625
10751,30,64,-415.467041015625
10752,40,64,-404.090576171875
10753,40,64,-374.04150390625
10754,40,64,-363.20849609375
10755,40,64,-352.777587890625
10756,40,64,-331.583251953125
10757,40,64,-273.16455078125
10758,40,64,-232.28271484375
10759,40,64,-212.43408203125
10760,40,64,-197.461181640625
10761,40,64,-164.36376953125
10762,40,64,-140.7607421875
10763,40,64,-112.782958984375
10764,40,64,-105.732177734375
10765,40,64,-34.421142578125
10766,40,1,-107.7216796875
10767,40,1,-115.56787109375
10768,40,1,-138.767333984375
10769,40,1,-127.69384765625
10770,40,1,-152.93408203125
10771,40,1,-160.56640625
10772,40,1,-186.0390625
10773,40,1,-198.064453125
10774,40,1,-216.2314453125
10775,40,1,-231.96240234375
10776,40,1,-248.901611328125
