0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1882.750244140625,1721.43359375,1699.78369140625,1643.576416015625,1534.864501953125,1491.69775390625,1264.82666015625,1233.810302734375,1219.86083984375,1120.8740234375,1104.396484375,1065.500732421875,1046.127197265625,1044.817138671875,1037.93701171875,1024.4931640625,1007.8427734375,896.922119140625,870.279052734375,848.353271484375,793.93408203125,785.123291015625,777.656005859375,618.697998046875,615.9736328125,489.616455078125,466.479248046875,410.91650390625,381.686767578125,246.80810546875,115.07275390625,97.45751953125,1860.582763671875,1837.494384765625,1784.677978515625,1653.171142578125,1564.250244140625,1513.922119140625,1443.716064453125,1384.789794921875,1384.60205078125,1351.454833984375,1337.0576171875,1330.717529296875,1313.83056640625,1263.22802734375,1196.922119140625,1173.36962890625,1146.42919921875,1068.6845703125,944.2041015625,687.4990234375,662.205078125,648.7275390625,618.53271484375,500.9541015625,422.431640625,361.37109375,251.995361328125,233.72216796875,222.220947265625,197.91455078125,114.72607421875,94.643798828125,1334.95849609375,1309.521728515625,1308.29541015625,1263.67236328125,1245.249755859375,1186.828125,1177.105712890625,1145.966552734375,1100.39306640625,1034.92431640625,1010.478759765625,985.2578125,963.272705078125,943.41015625,933.387939453125,907.889892578125,888.791748046875,864.498046875,730.78515625,729.159912109375,697.2294921875,652.18212890625,518.448974609375,486.874755859375,387.6318359375,373.4677734375,351.23046875,298.123046875,154.337646484375,133.669189453125,127.0390625,93.365478515625,214.620361328125,189.9755859375,141.17626953125,68.956787109375
