latency(ms)
148.4215259552002
78.16457748413086
78.20653915405273
78.6278247833252
78.6585807800293
78.75609397888184
78.74202728271484
78.63354682922363
78.63712310791016
78.80711555480957
78.71174812316895
78.92322540283203
78.83763313293457
80.05046844482422
79.08916473388672
78.77516746520996
78.91607284545898
78.80425453186035
79.06365394592285
78.96995544433594
78.83381843566895
78.76801490783691
78.9031982421875
78.9639949798584
78.75537872314453
78.63926887512207
78.86147499084473
78.8259506225586
79.10776138305664
78.68647575378418
78.71770858764648
78.61542701721191
78.85050773620605
78.62305641174316
78.80568504333496
78.64236831665039
78.75561714172363
78.71079444885254
78.56440544128418
78.60755920410156
78.64928245544434
78.59468460083008
78.69672775268555
78.90200614929199
78.85074615478516
78.8109302520752
78.92441749572754
78.88603210449219
78.82213592529297
78.7956714630127
78.92489433288574
79.01525497436523
78.75919342041016
78.81021499633789
79.193115234375
78.62281799316406
78.88269424438477
78.56917381286621
79.45752143859863
78.5977840423584
79.07533645629883
79.41794395446777
79.37979698181152
78.79996299743652
78.89246940612793
78.6600112915039
79.01811599731445
78.88269424438477
78.89676094055176
78.56345176696777
78.70721817016602
78.92775535583496
78.84430885314941
78.65715026855469
78.79829406738281
78.69935035705566
78.70173454284668
78.86648178100586
78.8419246673584
78.58800888061523
78.90105247497559
79.21051979064941
79.04672622680664
78.92560958862305
79.06365394592285
79.36716079711914
78.9039134979248
78.93991470336914
79.0245532989502
78.84716987609863
79.1621208190918
79.3755054473877
79.42390441894531
79.07986640930176
79.04577255249023
79.07319068908691
79.65445518493652
78.78947257995605
78.93800735473633
78.72247695922852
