0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
251.903564453125,46.014404296875,107.12646484375,44.8818359375,98.346923828125,46.7236328125,53.251708984375,39.947998046875,52.309814453125,42.1611328125,59.75732421875,38.174560546875,51.218017578125,44.328369140625,64.873779296875,42.949462890625,64.5703125,57.334228515625,184.846435546875,48.7890625,73.685546875,44.527099609375,45.08349609375,39.5869140625,92.23046875,47.367919921875,45.34423828125,35.181884765625,142.445556640625,37.236328125,105.322509765625,47.094970703125,69.050048828125,35.728515625,142.702880859375,45.704345703125,45.998779296875,36.33935546875,59.427001953125,45.343994140625,127.417236328125,38.288330078125,114.89990234375,35.69189453125,58.998779296875,43.734375,128.227783203125,43.998779296875,133.56396484375,36.31201171875,145.58349609375,46.0537109375,47.555419921875,46.068359375,61.7275390625,54.616943359375,153.55859375,47.638671875,239.3916015625,40.16455078125,51.683837890625,43.75439453125,171.16748046875,37.808837890625,47.114501953125,42.38818359375,41.718017578125,35.64794921875,165.056884765625,46.59814453125,77.01171875,34.951416015625,87.886474609375,41.382080078125,61.46875,60.9990234375,76.677978515625,67.047119140625,86.528076171875,70.126953125,46.6005859375,46.134521484375,38.385009765625,35.33984375,88.5439453125,39.723876953125,76.213623046875,38.565673828125,55.534912109375,35.587890625,136.165771484375,43.7236328125,87.717041015625,35.60693359375,59.72021484375,44.218017578125,71.527099609375,37.83544921875,46.9638671875,45.355224609375
